edad,ingreso_anual,propiedad_vivienda,antiguedad_empleo,intencion_credito,grado_credito,monto_credito,tasa_interes,estado_credito,procentaje_de_ingreso,incumplimiento_historico,historial_crediticio
25,68400,alquiler,9,personal,E,24250,17.56,1,0.35,N,4
26,56045,alquiler,1,medico,D,24250,14.96,1,0.37,N,2
22,74000,alquiler,7,consolidar_deudas,D,24250,15.65,1,0.33,Y,2
24,65453,alquiler,9,medico,D,24250,15.7,1,0.31,N,2
24,89908,alquiler,1,emprendimiento,B,24250,12.53,0,0.27,N,3
26,78000,alquiler,0,mejora_hogar,E,24250,17.56,1,0.31,Y,3
23,100000,alquiler,0,personal,C,24250,12.87,0,0.24,Y,2
23,103000,alquiler,6,personal,D,24250,15.7,0,0.24,N,2
25,160000,hipoteca,2,educacion,A,9000,,0,0.06,N,3
25,160000,propia,5,emprendimiento,B,15000,11.14,0,0.09,N,4
24,160000,hipoteca,3,emprendimiento,D,20000,16,0,0.13,N,3
23,160000,hipoteca,2,educacion,D,25000,15.65,0,0.16,Y,2
26,160000,hipoteca,0,consolidar_deudas,C,13750,,0,0.09,N,4
21,160000,hipoteca,3,emprendimiento,D,15250,15.31,0,0.1,Y,4
25,160000,hipoteca,3,emprendimiento,C,20000,13.47,0,0.13,Y,2
22,16800,hipoteca,0,mejora_hogar,C,4750,13.85,1,0.28,Y,2
25,111996,alquiler,9,personal,D,24250,,0,0.22,N,3
21,16800,hipoteca,0,emprendimiento,B,6000,10.39,1,0.36,N,4
25,115200,alquiler,0,mejora_hogar,B,24250,11.36,0,0.21,N,2
23,144000,alquiler,0,educacion,B,24250,11.83,0,0.17,N,3
23,287000,alquiler,3,educacion,B,24250,12.53,0,0.08,N,3
22,108000,alquiler,1,mejora_hogar,D,24150,14.96,1,0.22,Y,3
22,43000,alquiler,7,consolidar_deudas,C,24000,13.85,1,0.56,Y,3
23,47004,alquiler,1,emprendimiento,B,24000,11.58,1,0.51,N,4
24,48000,alquiler,4,emprendimiento,D,24000,16.29,1,0.5,Y,2
26,48000,alquiler,4,medico,A,24000,,1,0.5,N,3
21,44964,alquiler,2,educacion,D,24000,16.29,1,0.53,Y,2
25,52000,alquiler,,personal,B,24000,10.74,1,0.46,N,2
22,17352,hipoteca,,educacion,C,2250,15.27,0,0.13,Y,3
24,47000,alquiler,3,personal,F,24000,17.8,1,0.51,N,2
22,17400,hipoteca,6,emprendimiento,B,1000,11.36,0,0.06,N,2
22,49000,alquiler,2,medico,E,24000,17.56,1,0.49,N,4
26,60000,alquiler,0,personal,A,24000,7.9,1,0.4,N,4
25,60000,alquiler,3,personal,B,24000,10.99,1,0.4,N,4
22,60000,alquiler,0,personal,A,24000,7.29,1,0.4,N,3
21,60000,alquiler,5,medico,B,24000,10.75,1,0.4,N,2
26,62004,alquiler,9,consolidar_deudas,A,24000,7.9,1,0.39,N,3
22,62400,alquiler,3,educacion,D,24000,14.84,1,0.38,N,2
26,65000,alquiler,10,consolidar_deudas,A,24000,,1,0.37,N,2
22,17760,hipoteca,6,educacion,C,4975,,1,0.28,Y,3
23,59000,alquiler,5,consolidar_deudas,E,24000,19.69,1,0.41,Y,2
23,66000,alquiler,6,emprendimiento,A,24000,,1,0.36,N,4
24,60000,alquiler,0,emprendimiento,D,24000,14.96,1,0.4,N,4
25,66143,alquiler,9,educacion,A,24000,6.99,1,0.36,N,3
22,62250,alquiler,3,personal,E,24000,16.45,1,0.39,Y,4
24,70000,alquiler,8,educacion,B,24000,10.99,1,0.34,N,4
23,74000,alquiler,7,consolidar_deudas,B,24000,10.99,1,0.32,N,2
22,18000,propia,3,personal,A,3000,7.9,1,0.17,N,4
22,75000,alquiler,6,educacion,B,24000,12.69,1,0.32,N,4
24,75000,alquiler,9,medico,B,24000,10.37,1,0.32,N,3
24,75000,alquiler,7,mejora_hogar,C,24000,,1,0.32,N,3
26,69000,alquiler,0,consolidar_deudas,F,24000,15.83,1,0.35,N,3
23,78000,alquiler,4,personal,C,24000,13.92,1,0.31,N,3
22,18000,propia,,emprendimiento,B,2000,11.49,0,0.11,N,3
24,80000,alquiler,2,medico,B,24000,10.25,0,0.3,N,2
22,18000,propia,1,mejora_hogar,A,3500,7.49,1,0.19,N,4
23,18000,propia,3,educacion,A,4000,5.99,1,0.22,N,2
23,74700,alquiler,6,personal,D,24000,12.92,1,0.32,N,2
26,88596,alquiler,3,personal,B,24000,11.58,0,0.27,N,3
25,95000,alquiler,4,educacion,A,24000,8.9,0,0.25,N,2
22,83000,alquiler,6,consolidar_deudas,E,24000,19.69,1,0.29,N,3
25,95000,alquiler,9,emprendimiento,A,24000,6.54,0,0.25,N,4
21,18000,propia,3,mejora_hogar,D,4900,14.54,1,0.27,Y,4
21,18000,propia,,educacion,B,5000,11.11,1,0.28,N,2
26,100000,alquiler,5,personal,C,24000,12.73,0,0.24,N,4
24,110000,alquiler,7,emprendimiento,D,24000,15.62,0,0.22,N,4
24,18000,propia,0,mejora_hogar,A,6250,6.54,1,0.35,N,4
22,98000,alquiler,7,consolidar_deudas,F,24000,,1,0.24,Y,2
26,103872,alquiler,6,consolidar_deudas,G,24000,20.03,1,0.23,N,4
22,120000,alquiler,4,educacion,B,24000,9.91,0,0.2,N,4
24,120000,alquiler,1,emprendimiento,B,24000,12.69,0,0.2,N,4
26,108000,alquiler,9,educacion,G,24000,20.16,1,0.22,N,3
24,124080,alquiler,4,personal,D,24000,16.49,0,0.19,Y,4
23,18000,hipoteca,1,medico,D,2500,15.95,1,0.14,N,2
24,130000,alquiler,7,consolidar_deudas,B,24000,11.49,0,0.18,N,3
25,135000,alquiler,8,personal,B,24000,10.99,0,0.18,N,2
24,135000,alquiler,4,mejora_hogar,C,24000,13.79,0,0.18,N,2
23,114750,alquiler,2,medico,G,24000,20.03,1,0.18,Y,3
23,150000,alquiler,0,educacion,A,24000,7.49,0,0.16,N,4
23,138000,alquiler,7,consolidar_deudas,D,24000,16,1,0.17,Y,2
24,18000,propia,6,personal,A,13000,7.88,1,0.72,N,3
21,18000,propia,0,emprendimiento,B,6250,10.62,1,0.35,N,4
26,155000,alquiler,7,consolidar_deudas,B,24000,10.99,0,0.15,N,4
26,148000,alquiler,1,educacion,F,24000,18.3,1,0.16,N,2
26,170000,alquiler,3,consolidar_deudas,C,24000,,0,0.14,Y,2
21,18000,propia,1,personal,B,2500,11.36,0,0.14,N,3
24,43896,alquiler,8,mejora_hogar,B,23975,,1,0.55,N,2
23,120000,alquiler,4,medico,C,23750,13.47,0,0.2,N,2
24,54996,alquiler,2,personal,B,23600,11.89,1,0.43,N,3
24,18000,hipoteca,0,consolidar_deudas,B,10000,12.18,1,0.56,N,2
25,102000,alquiler,9,consolidar_deudas,C,23600,13.49,0,0.23,N,4
23,75000,alquiler,3,personal,E,23575,14.5,1,0.31,N,4
22,18000,propia,2,medico,C,4000,,1,0.22,N,2
22,18000,propia,1,medico,D,5400,15.31,1,0.3,Y,2
25,18000,hipoteca,1,medico,B,4000,,1,0.22,N,3
21,18000,propia,5,emprendimiento,B,3375,,1,0.19,N,2
22,66960,alquiler,1,emprendimiento,A,23400,7.49,1,0.35,N,2
22,43385,alquiler,7,personal,C,23000,,1,0.53,N,3
25,56544,alquiler,3,educacion,B,23000,,1,0.41,N,2
23,60000,alquiler,2,emprendimiento,B,23000,12.18,1,0.38,N,4
24,18000,hipoteca,3,emprendimiento,C,1200,11.34,0,0.07,Y,4
25,63208,alquiler,9,educacion,B,23000,9.91,1,0.36,N,3
24,65000,alquiler,0,mejora_hogar,B,23000,11.99,1,0.35,N,4
23,68000,alquiler,7,educacion,B,23000,9.62,1,0.34,N,2
22,18000,propia,1,consolidar_deudas,B,3000,9.96,1,0.17,N,3
25,80000,alquiler,9,emprendimiento,C,23000,,0,0.29,N,2
24,88000,alquiler,1,emprendimiento,D,23000,14.54,1,0.26,N,2
22,58600,alquiler,5,medico,B,22750,11.36,1,0.39,N,4
23,70000,alquiler,7,consolidar_deudas,C,22500,14.27,1,0.32,N,2
24,18287,propia,3,mejora_hogar,B,3000,11.99,1,0.16,N,3
26,69846,alquiler,2,educacion,F,22500,18.99,1,0.32,Y,2
24,73000,alquiler,0,emprendimiento,E,22400,16.7,1,0.31,Y,4
24,18500,hipoteca,8,personal,A,5000,9.32,1,0.27,N,3
23,35000,alquiler,2,consolidar_deudas,B,22250,12.69,1,0.64,N,3
25,43000,alquiler,9,mejora_hogar,C,22000,13.11,1,0.51,N,2
25,52000,alquiler,4,personal,B,22000,10.74,1,0.42,N,2
21,18701,hipoteca,0,personal,D,4200,14.11,1,0.22,Y,4
22,57000,alquiler,6,educacion,B,22000,9.63,1,0.39,N,3
25,58000,alquiler,0,medico,C,22000,14.65,1,0.38,N,2
23,60000,alquiler,6,consolidar_deudas,B,22000,10.25,1,0.37,N,4
24,60000,alquiler,3,emprendimiento,C,22000,14.26,1,0.37,Y,2
25,18840,hipoteca,5,educacion,B,3000,9.91,1,0.16,N,2
26,56000,alquiler,7,medico,E,22000,17.19,1,0.39,N,3
22,70000,alquiler,3,educacion,B,22000,11.36,1,0.31,N,4
22,66000,alquiler,1,educacion,F,22000,,1,0.33,N,2
23,74064,alquiler,3,consolidar_deudas,B,22000,10.59,0,0.3,N,3
24,76597,alquiler,5,educacion,B,22000,9.25,0,0.29,N,2
22,19000,propia,6,medico,A,3625,8.49,1,0.19,N,3
26,77000,alquiler,0,emprendimiento,A,22000,6.54,0,0.29,N,3
21,19000,propia,5,medico,A,6000,8.49,1,0.32,N,3
24,80000,alquiler,0,medico,A,22000,,0,0.28,N,4
26,82600,alquiler,10,emprendimiento,B,22000,12.69,0,0.27,N,2
24,19000,propia,3,medico,C,7400,13.85,1,0.39,N,2
25,19000,propia,3,consolidar_deudas,A,4000,7.4,1,0.21,N,3
23,84000,alquiler,3,consolidar_deudas,B,22000,11.71,0,0.26,N,4
25,77650,alquiler,8,personal,B,22000,11.48,1,0.28,N,3
25,82000,alquiler,1,educacion,E,22000,17.51,1,0.27,N,2
21,19012,hipoteca,0,consolidar_deudas,D,3500,14.61,1,0.18,N,3
23,99996,alquiler,3,consolidar_deudas,A,22000,7.88,0,0.22,N,4
23,110000,alquiler,0,personal,B,22000,,0,0.2,N,3
22,19200,hipoteca,6,personal,B,4950,11.71,1,0.26,N,2
25,57000,alquiler,4,personal,B,21700,11.99,1,0.38,N,2
24,54000,alquiler,5,emprendimiento,C,21600,13.49,1,0.4,N,2
23,56000,alquiler,8,medico,G,21600,21.21,1,0.39,Y,4
26,63000,alquiler,2,consolidar_deudas,C,21600,14.35,1,0.34,Y,3
22,82000,alquiler,3,personal,C,21600,13.61,0,0.26,Y,3
22,78000,alquiler,6,consolidar_deudas,B,21600,11.26,1,0.28,N,3
22,19200,propia,0,emprendimiento,B,2400,10.59,0,0.13,N,3
24,112140,alquiler,8,medico,A,21600,7.9,0,0.19,N,2
24,19200,hipoteca,,mejora_hogar,A,7000,5.99,1,0.36,N,4
25,19200,propia,4,educacion,B,3000,11.99,1,0.16,N,4
24,59000,alquiler,5,medico,D,21500,16.89,1,0.36,N,3
24,70000,alquiler,5,mejora_hogar,B,21500,9.99,1,0.31,N,3
24,116000,alquiler,5,educacion,D,21500,15.33,0,0.19,Y,3
25,60000,alquiler,5,educacion,A,21450,7.29,1,0.36,N,4
22,31000,alquiler,5,consolidar_deudas,B,21250,12.42,1,0.69,N,3
25,47052,alquiler,5,emprendimiento,B,21250,10.99,1,0.45,N,2
25,51060,alquiler,9,emprendimiento,A,21250,6.91,1,0.42,N,2
22,19200,hipoteca,6,consolidar_deudas,C,5000,14.17,1,0.26,Y,2
22,53000,alquiler,3,medico,B,21250,10.25,1,0.4,N,3
26,19200,propia,0,educacion,B,9250,,1,0.48,N,2
24,56000,alquiler,8,emprendimiento,D,21250,15.95,1,0.38,Y,3
24,65000,alquiler,4,educacion,D,21250,15.95,1,0.33,Y,4
21,35000,alquiler,3,emprendimiento,B,21000,12.53,1,0.6,N,4
22,19200,hipoteca,6,mejora_hogar,D,1400,14.91,1,0.07,Y,4
23,19200,hipoteca,7,medico,A,3000,,1,0.16,N,4
26,40000,alquiler,3,medico,A,21000,6.54,1,0.53,N,4
25,19200,propia,2,emprendimiento,B,1000,,0,0.05,N,3
26,42000,alquiler,0,medico,F,21000,17.26,1,0.5,Y,4
23,63000,alquiler,2,medico,B,21000,11.36,1,0.33,N,2
26,19200,hipoteca,5,emprendimiento,A,4000,7.51,1,0.21,N,4
22,59000,alquiler,2,personal,B,21000,10.71,1,0.36,N,3
22,70500,alquiler,3,personal,C,21000,13.98,0,0.3,Y,4
26,65219,alquiler,11,consolidar_deudas,D,21000,14.09,1,0.32,N,3
22,75000,alquiler,2,educacion,B,21000,10,0,0.28,N,3
22,19200,hipoteca,3,medico,D,5000,15.33,1,0.26,N,3
25,62047,alquiler,9,medico,E,21000,16.32,1,0.29,Y,4
24,79000,alquiler,8,mejora_hogar,A,21000,7.9,0,0.27,N,2
23,80000,alquiler,3,medico,B,21000,11.99,0,0.26,N,3
24,84000,alquiler,8,medico,B,21000,10.75,0,0.25,N,4
26,85000,alquiler,3,mejora_hogar,C,21000,13.92,0,0.25,N,3
22,93000,alquiler,1,educacion,B,21000,9.91,0,0.23,N,3
26,81000,alquiler,10,educacion,E,21000,16.95,1,0.26,Y,3
26,97000,alquiler,1,educacion,A,21000,7.9,0,0.22,N,3
26,97000,alquiler,3,educacion,C,21000,,0,0.22,Y,3
25,100000,alquiler,2,personal,D,21000,16.49,1,0.21,Y,3
26,19200,OTHER,0,personal,C,7500,11.97,1,0.39,Y,2
21,19253,hipoteca,,consolidar_deudas,A,6250,6.17,1,0.32,N,3
26,125000,alquiler,5,mejora_hogar,A,21000,8.9,0,0.17,N,2
25,125000,alquiler,9,educacion,C,21000,12.99,0,0.17,Y,3
23,82000,alquiler,2,personal,B,20900,12.69,0,0.25,N,2
21,19500,hipoteca,0,educacion,B,15000,9.64,1,0.77,N,2
26,50000,alquiler,7,emprendimiento,A,20500,7.49,1,0.41,N,3
23,70000,alquiler,2,educacion,C,20500,13.16,0,0.29,Y,3
22,19800,propia,1,educacion,A,2100,8.38,0,0.11,N,4
123,80004,alquiler,2,educacion,B,20400,10.25,0,0.25,N,3
23,54000,alquiler,7,personal,A,20375,7.49,1,0.38,N,2
26,26000,alquiler,10,educacion,B,20050,9.76,1,0.77,N,2
24,33000,alquiler,1,consolidar_deudas,B,20000,10.99,1,0.61,N,3
23,20000,propia,0,personal,B,5000,11.71,0,0.25,N,4
22,20000,propia,6,personal,B,9250,10.65,0,0.46,N,4
24,35364,alquiler,1,medico,B,20000,12.53,1,0.57,N,4
25,38000,alquiler,4,medico,D,20000,14.59,1,0.53,N,4
23,32000,alquiler,3,consolidar_deudas,D,20000,12.61,1,0.63,N,4
25,38004,alquiler,6,medico,C,20000,13.11,1,0.53,N,2
23,20000,hipoteca,2,medico,B,6400,10.65,0,0.32,N,4
25,38556,alquiler,9,personal,C,20000,11.22,1,0.52,Y,4
23,32900,alquiler,1,educacion,D,20000,16,1,0.61,N,2
25,34000,alquiler,10,mejora_hogar,B,20000,8.88,1,0.59,N,4
24,40000,alquiler,4,personal,B,20000,12.53,1,0.5,N,3
21,36000,alquiler,5,medico,D,20000,,1,0.56,Y,2
26,20000,hipoteca,5,medico,A,4800,5.99,0,0.24,N,3
25,42000,alquiler,2,educacion,C,20000,13.47,1,0.48,N,4
22,42224,alquiler,7,emprendimiento,A,20000,6.99,1,0.47,N,4
25,20000,propia,0,personal,D,5650,15.99,0,0.28,Y,2
23,20000,hipoteca,7,educacion,C,3625,,0,0.18,Y,3
22,37212,alquiler,6,consolidar_deudas,E,20000,16.69,1,0.54,N,3
25,38000,alquiler,9,medico,B,20000,11.11,1,0.53,N,4
22,45000,alquiler,0,educacion,A,20000,7.9,1,0.44,N,4
23,45000,alquiler,4,personal,B,20000,10.25,1,0.44,N,2
24,45000,alquiler,8,medico,E,20000,,1,0.44,N,2
23,20000,propia,7,medico,A,1200,7.49,0,0.06,N,3
22,45000,alquiler,1,consolidar_deudas,C,20000,13.92,1,0.44,Y,3
24,39000,alquiler,5,medico,D,20000,14.74,1,0.51,N,2
24,46500,alquiler,5,educacion,B,20000,10.62,1,0.43,N,2
22,48000,alquiler,7,emprendimiento,B,20000,10.65,1,0.42,N,3
22,42000,alquiler,1,personal,D,20000,12.99,1,0.48,N,3
22,48500,alquiler,1,emprendimiento,B,20000,11.36,1,0.41,N,4
22,20000,propia,3,educacion,A,7500,5.79,0,0.38,N,4
23,49400,alquiler,0,educacion,A,20000,6.54,1,0.4,N,4
25,20000,hipoteca,1,emprendimiento,A,4000,5.79,0,0.2,N,2
25,50000,alquiler,10,consolidar_deudas,A,20000,7.49,1,0.4,N,3
25,50000,alquiler,9,educacion,C,20000,13.43,1,0.4,N,2
22,50000,alquiler,6,consolidar_deudas,C,20000,13.22,1,0.4,N,2
22,20000,propia,1,emprendimiento,C,5000,14.72,0,0.25,N,3
22,44000,alquiler,2,educacion,E,20000,15.68,1,0.45,N,4
24,50866,alquiler,6,medico,B,20000,,1,0.39,N,3
25,50950,alquiler,5,mejora_hogar,B,20000,11.48,1,0.39,N,3
24,51000,alquiler,8,emprendimiento,B,20000,10.38,1,0.39,N,3
22,51000,alquiler,5,educacion,B,20000,12.53,1,0.39,N,3
22,51000,alquiler,0,educacion,C,20000,13.47,1,0.39,N,2
24,51500,alquiler,6,emprendimiento,B,20000,12.21,1,0.39,N,4
25,51996,alquiler,9,emprendimiento,B,20000,10.99,1,0.38,N,3
25,52000,alquiler,1,educacion,B,20000,11.36,1,0.38,N,4
22,46000,alquiler,2,consolidar_deudas,D,20000,16,1,0.43,Y,4
26,20000,hipoteca,1,personal,A,1500,7.74,0,0.07,N,3
24,52000,alquiler,8,educacion,D,20000,15.65,1,0.38,Y,2
25,46000,alquiler,9,consolidar_deudas,C,20000,11.78,1,0.43,Y,2
24,52559,alquiler,9,mejora_hogar,B,20000,,1,0.38,N,3
22,47000,alquiler,5,medico,D,20000,16.77,1,0.43,N,3
22,54000,alquiler,2,educacion,B,20000,9.91,1,0.37,N,4
23,48000,alquiler,7,medico,D,20000,15.65,1,0.42,N,4
23,48000,alquiler,0,medico,D,20000,14.96,1,0.42,N,3
23,54000,alquiler,1,emprendimiento,B,20000,11.83,1,0.37,N,4
24,48912,alquiler,0,medico,C,20000,11.66,1,0.41,N,4
26,54996,alquiler,8,educacion,B,20000,12.18,1,0.36,N,4
24,55000,alquiler,8,mejora_hogar,A,20000,6.91,1,0.36,N,2
25,55000,alquiler,3,consolidar_deudas,A,20000,6.91,1,0.36,N,3
26,49000,alquiler,0,mejora_hogar,F,20000,19.79,1,0.41,N,3
25,55000,alquiler,0,emprendimiento,B,20000,9.88,1,0.36,N,4
22,20000,hipoteca,0,personal,B,16600,9.76,0,0.83,N,3
23,55000,alquiler,5,consolidar_deudas,B,20000,12.53,1,0.36,N,2
25,55200,alquiler,7,emprendimiento,B,20000,,1,0.36,N,4
23,20004,hipoteca,6,personal,A,7125,6.99,0,0.36,N,2
23,57000,alquiler,3,educacion,D,20000,16.89,1,0.35,N,2
22,51012,alquiler,1,personal,D,20000,17.49,1,0.39,Y,4
23,20004,hipoteca,2,educacion,E,2500,16.82,0,0.12,Y,2
26,20004,hipoteca,4,mejora_hogar,B,3600,,0,0.18,N,2
22,58000,alquiler,0,consolidar_deudas,C,20000,13.11,1,0.34,N,2
23,58800,alquiler,7,consolidar_deudas,A,20000,7.66,1,0.34,N,3
26,59000,alquiler,10,medico,A,20000,6.17,1,0.34,N,3
26,53000,alquiler,1,personal,E,20000,16.35,1,0.38,Y,4
23,60000,alquiler,7,medico,A,20000,7.9,1,0.33,N,2
24,54000,alquiler,2,emprendimiento,D,20000,16.49,1,0.37,N,2
21,20245,propia,5,emprendimiento,A,3550,,0,0.18,N,4
26,20280,hipoteca,5,mejora_hogar,A,7000,8,0,0.35,N,2
24,60000,alquiler,0,personal,B,20000,10.99,1,0.33,N,2
24,20352,propia,3,emprendimiento,A,7750,6.91,0,0.38,N,3
25,54000,alquiler,6,personal,B,20000,8.88,1,0.37,N,3
24,60000,alquiler,8,emprendimiento,A,20000,,1,0.33,N,4
23,54000,alquiler,6,consolidar_deudas,D,20000,14.84,1,0.37,Y,3
23,54000,alquiler,2,personal,B,20000,11.12,1,0.37,N,2
22,60000,alquiler,4,educacion,A,20000,7.88,1,0.33,N,3
25,60000,alquiler,2,educacion,B,20000,,1,0.33,N,2
22,20400,hipoteca,6,educacion,D,6000,15.99,0,0.29,Y,4
24,20400,hipoteca,5,consolidar_deudas,B,5500,10.99,0,0.27,N,4
25,60000,alquiler,9,educacion,B,20000,,1,0.33,N,3
25,54000,alquiler,1,personal,D,20000,15.65,1,0.37,Y,3
24,54000,alquiler,1,personal,E,20000,17.04,1,0.37,Y,3
23,60000,alquiler,3,educacion,B,20000,12.21,1,0.33,N,2
21,20400,propia,2,educacion,C,1275,15.23,0,0.06,Y,3
25,54000,alquiler,1,consolidar_deudas,D,20000,14.11,1,0.37,N,4
24,60000,alquiler,0,personal,B,20000,11.14,1,0.33,N,2
21,20400,propia,5,medico,B,2400,11.49,0,0.12,N,4
24,60000,alquiler,8,personal,D,20000,13.87,1,0.33,N,4
26,60000,alquiler,3,mejora_hogar,B,20000,10.08,1,0.33,N,4
23,54504,alquiler,1,personal,E,20000,16.7,1,0.37,Y,4
24,55000,alquiler,2,emprendimiento,E,20000,18.64,1,0.36,N,2
24,61000,alquiler,2,mejora_hogar,B,20000,12.18,1,0.33,N,4
22,20400,propia,0,consolidar_deudas,D,3800,,0,0.19,Y,3
25,62000,alquiler,3,medico,A,20000,6.54,1,0.32,N,3
24,56000,alquiler,3,educacion,D,20000,14.61,1,0.36,Y,4
21,56000,alquiler,4,emprendimiento,E,20000,17.39,1,0.36,Y,3
24,62400,alquiler,8,mejora_hogar,B,20000,11.12,1,0.32,N,2
25,62400,alquiler,7,emprendimiento,B,20000,11.48,1,0.32,N,2
25,63000,alquiler,3,medico,B,20000,12.42,1,0.32,N,3
26,58000,alquiler,0,consolidar_deudas,B,20000,10.25,1,0.34,N,2
23,65000,alquiler,0,medico,B,20000,10.65,1,0.31,N,3
24,20800,propia,0,personal,D,5000,16.29,0,0.24,Y,3
23,65000,alquiler,0,medico,B,20000,10.37,1,0.31,N,2
23,65000,alquiler,7,emprendimiento,B,20000,11.49,1,0.31,N,3
24,20856,propia,,emprendimiento,B,10000,10.59,0,0.48,N,4
25,20868,propia,0,emprendimiento,C,5375,13.49,0,0.26,Y,2
26,59000,alquiler,3,personal,C,20000,,1,0.34,N,4
23,59000,alquiler,7,educacion,C,20000,12.29,1,0.34,N,4
21,21000,hipoteca,5,consolidar_deudas,D,3500,17.27,1,0.17,Y,2
26,65004,alquiler,7,consolidar_deudas,B,20000,11.99,1,0.31,N,2
25,59004,alquiler,1,personal,D,20000,14.84,1,0.34,Y,2
23,59004,alquiler,5,consolidar_deudas,B,20000,10.83,1,0.34,N,2
23,65500,alquiler,2,consolidar_deudas,C,20000,13.22,1,0.31,N,2
22,66996,alquiler,3,educacion,B,20000,12.18,0,0.3,N,2
23,67000,alquiler,0,medico,B,20000,11.11,0,0.3,N,2
24,67000,alquiler,5,mejora_hogar,C,20000,13.48,0,0.3,Y,2
26,68000,alquiler,10,educacion,B,20000,10.75,0,0.29,N,4
25,68000,alquiler,4,personal,C,20000,12.53,0,0.29,Y,4
24,62400,alquiler,4,consolidar_deudas,D,20000,14.84,1,0.32,N,4
23,69500,alquiler,3,emprendimiento,E,20000,17.74,0,0.29,Y,2
25,70000,alquiler,5,mejora_hogar,B,20000,9.99,0,0.29,N,2
22,70000,alquiler,2,personal,A,20000,6.91,0,0.29,N,4
25,64000,alquiler,0,mejora_hogar,E,20000,,1,0.31,N,4
25,71004,alquiler,9,personal,D,20000,14.09,0,0.28,N,2
22,21000,hipoteca,4,consolidar_deudas,B,3000,11.49,0,0.14,N,3
23,71004,alquiler,8,educacion,D,20000,14.09,0,0.28,N,3
23,55392,alquiler,3,medico,D,20000,15.2,1,0.31,Y,4
24,72000,alquiler,5,medico,B,20000,11.83,0,0.28,N,2
24,21000,OTHER,4,personal,B,6000,12.21,0,0.29,N,2
23,66000,alquiler,1,emprendimiento,D,20000,14.11,1,0.3,N,3
22,66000,alquiler,3,consolidar_deudas,D,20000,14.42,1,0.3,N,2
24,72000,alquiler,4,mejora_hogar,D,20000,14.74,0,0.28,Y,3
24,74000,alquiler,0,mejora_hogar,B,20000,12.69,0,0.27,N,3
22,21120,hipoteca,3,consolidar_deudas,D,1625,16.89,1,0.08,Y,3
25,75000,alquiler,8,consolidar_deudas,B,20000,,0,0.27,N,4
21,21216,hipoteca,5,mejora_hogar,D,4500,,1,0.21,Y,2
25,21221,hipoteca,4,emprendimiento,B,8500,9.63,0,0.4,N,4
24,75000,alquiler,4,mejora_hogar,B,20000,8.88,0,0.27,N,3
26,75000,alquiler,5,medico,A,20000,6.91,0,0.27,N,4
26,75000,alquiler,3,educacion,A,20000,,0,0.27,N,3
25,75000,alquiler,0,personal,B,20000,10.38,0,0.27,N,3
22,69000,alquiler,6,consolidar_deudas,B,20000,10.99,1,0.29,N,4
22,75000,alquiler,2,emprendimiento,C,20000,,0,0.27,N,2
21,21600,hipoteca,6,personal,A,7575,,0,0.35,N,3
26,21600,propia,5,educacion,B,5200,12.42,0,0.24,N,3
24,69000,alquiler,0,mejora_hogar,E,20000,14.82,1,0.29,N,4
23,75600,alquiler,3,personal,E,20000,16.32,0,0.26,Y,3
23,59497,alquiler,0,medico,E,20000,16,1,0.29,N,3
23,76000,alquiler,7,medico,B,20000,10.37,0,0.26,N,3
26,70000,alquiler,7,consolidar_deudas,C,20000,13.16,1,0.29,N,3
24,70000,alquiler,8,emprendimiento,E,20000,14.88,1,0.29,N,4
22,77004,alquiler,6,consolidar_deudas,C,20000,13.98,0,0.26,N,4
26,71004,alquiler,0,mejora_hogar,D,20000,13.36,1,0.28,Y,2
21,21600,propia,,emprendimiento,A,7125,6.99,0,0.33,N,3
22,21600,hipoteca,,educacion,A,4025,5.42,0,0.19,N,4
24,21600,hipoteca,8,medico,A,8000,5.42,0,0.37,N,2
26,78000,alquiler,8,mejora_hogar,C,20000,13.85,0,0.26,Y,4
22,21600,hipoteca,,personal,C,4000,12.99,0,0.19,N,2
26,21600,propia,,medico,B,4200,9.99,0,0.19,N,3
22,21600,hipoteca,6,emprendimiento,C,1400,,0,0.06,N,2
123,78000,alquiler,7,emprendimiento,B,20000,,0,0.26,N,4
23,61200,alquiler,4,medico,B,20000,11.14,1,0.28,N,2
21,21600,hipoteca,2,consolidar_deudas,A,3800,5.99,0,0.18,N,2
24,72000,alquiler,6,consolidar_deudas,D,20000,,1,0.28,Y,4
23,78000,alquiler,3,emprendimiento,B,20000,11.58,0,0.26,N,3
23,78500,alquiler,7,medico,C,20000,13.85,0,0.25,Y,4
23,79000,alquiler,5,educacion,D,20000,16.89,0,0.25,Y,4
23,80000,alquiler,4,medico,A,20000,7.9,0,0.25,N,4
23,21600,propia,2,emprendimiento,C,6000,12.68,0,0.28,N,4
22,62900,alquiler,6,medico,D,20000,14.91,1,0.27,N,4
24,80000,alquiler,3,emprendimiento,C,20000,13.06,0,0.25,N,4
25,80000,alquiler,7,educacion,B,20000,8.88,0,0.25,N,4
23,21600,hipoteca,7,educacion,A,2000,6.17,0,0.09,N,4
22,80000,alquiler,3,educacion,C,20000,13.98,0,0.25,Y,4
22,21600,propia,3,emprendimiento,A,8500,6.54,0,0.39,N,4
26,62900,alquiler,2,medico,C,20000,13.85,1,0.27,N,3
26,21600,hipoteca,0,mejora_hogar,B,1000,10.36,0,0.05,N,3
25,74004,alquiler,2,personal,E,20000,15.95,1,0.27,Y,4
